#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2013 01 19 21 50  33  5.3  6.3  2.29 21.05 10.85 289 1020.8  13.0  11.6 999.0 99.0 99.00
2013 01 19 22 50  68  3.2  4.1  1.99 21.05 11.03 298 1020.8  13.2  11.7 999.0 99.0 99.00
2013 01 19 23 50  39  2.0  2.4  2.61 21.05 12.89 294 1020.7  13.1  11.7 999.0 99.0 99.00
2013 01 20 00 50  40  2.8  3.3  1.87 21.05 11.12 286 1020.6  12.7  11.6 999.0 99.0 99.00
2013 01 20 01 50  43  2.5  3.3  2.45 21.05 13.90 311 1020.6  12.3  11.6 999.0 99.0 99.00
2013 01 20 02 50  44  2.4  2.9  1.92 21.05 11.90 312 1020.8  12.4  11.6 999.0 99.0 99.00
2013 01 20 03 50  25  2.3  2.7  2.21 21.05 13.82 301 1021.3  12.3  11.5 999.0 99.0 99.00
2013 01 20 04 50  34  1.8  2.5  2.17 21.05 14.00 290 1021.7  12.4  11.5 999.0 99.0 99.00
2013 01 20 05 50  35  2.1  2.5  2.35 21.05 15.36 296 1022.0  12.2  11.5 999.0 99.0 99.00
2013 01 20 06 50  44  2.1  2.9  2.34 21.05 14.99 307 1022.1  12.1  11.4 999.0 99.0 99.00
2013 01 20 07 50  62  2.5  3.2  2.32 21.05 14.64 308 1022.1  12.2  11.3 999.0 99.0 99.00
2013 01 20 08 50  52  2.1  2.5  2.25 21.05 15.26 297 1021.9  11.7  11.2 999.0 99.0 99.00
2013 01 20 09 50  58  1.6  2.5  2.34 19.05 14.90 300 1022.1  11.5  11.2 999.0 99.0 99.00
2013 01 20 10 50  39  2.1  2.6  2.49 19.05 15.13 303 1022.1  11.5  11.3 999.0 99.0 99.00
2013 01 20 11 50  28  2.2  2.8  2.42 19.05 15.28 299 1021.9  11.7  11.3 999.0 99.0 99.00
2013 01 20 12 50  20  2.1  2.6  2.31 19.05 15.20 290 1021.4  12.1  11.3 999.0 99.0 99.00
2013 01 20 13 50  35  2.4  2.9  2.55 19.05 14.78 304 1021.2  11.9  11.3 999.0 99.0 99.00
2013 01 20 14 50  31  4.0  4.9  2.43 19.05 13.33 293 1021.2  12.1  11.3 999.0 99.0 99.00
2013 01 20 15 50  44  4.1  4.7  2.41 19.05 12.37 319 1021.2  12.3  11.3 999.0 99.0 99.00
2013 01 20 16 50  45  3.9  4.8  2.13 19.05 11.01 315 1021.6  12.5  11.3 999.0 99.0 99.00
2013 01 20 17 50  46  3.8  4.5  2.16 19.05 11.78 329 1022.0  12.7  11.2 999.0 99.0 99.00
2013 01 20 18 50  63  2.7  3.2  1.84 19.05 10.29 304 1022.0  12.7  11.3 999.0 99.0 99.00
2013 01 20 19 50  52  0.8  1.2  2.01 19.05 10.35 296 1021.4  12.9  11.5 999.0 99.0 99.00
2013 01 20 20 50 331  1.8  2.6  2.34 19.05 12.09 304 1020.4  12.5  11.6 999.0 99.0 99.00
2013 01 20 21 50  29  5.8  6.5  1.98 17.39 10.96 290 1019.5  13.4  11.7 999.0 99.0 99.00
2013 01 20 22 50  29  5.5  6.5  1.83 19.05  9.79 287 1019.6  13.7  11.6 999.0 99.0 99.00
2013 01 20 23 50  24  5.2  6.1  2.29 17.39 11.51 302 1019.9  13.7  11.6 999.0 99.0 99.00
2013 01 21 00 50  21  5.3  6.4  1.96 19.05 10.81 309 1019.6  13.6  11.6 999.0 99.0 99.00
2013 01 21 01 50  25  4.5  5.2  1.84 17.39 11.30 292 1019.9  13.3  11.5 999.0 99.0 99.00
2013 01 21 02 50  42  2.9  3.4  1.96 17.39 11.30 304 1020.1  12.8  11.5 999.0 99.0 99.00
2013 01 21 03 50  37  2.9  3.5  2.26 17.39 12.60 317 1020.3  12.7  11.5 999.0 99.0 99.00
2013 01 21 04 50  30  1.5  2.3  2.19 17.39 12.83 309 1020.7  12.5  11.5 999.0 99.0 99.00
2013 01 21 05 50  43  1.9  2.8  1.72 19.05 11.50 314 1021.0  12.4  11.5 999.0 99.0 99.00
2013 01 21 06 50  35  3.0  3.5  2.14 17.39 13.07 295 1020.9  12.4  11.5 999.0 99.0 99.00
2013 01 21 07 50  44  3.3  3.9  1.96 16.00 12.39 308 1020.4  11.8  11.5 999.0 99.0 99.00
2013 01 21 08 50  36  4.0  4.6  1.97 17.39 12.62 302 1019.6  11.9  11.5 999.0 99.0 99.00
2013 01 21 09 50  58  3.8  5.0  1.99 17.39 12.93 301 1019.3  12.0  11.4 999.0 99.0 99.00
2013 01 21 10 50  20  2.8  3.5  2.50 17.39 13.56 299 1019.2  12.0  11.4 999.0 99.0 99.00
2013 01 21 11 50  39  1.9  2.5  2.07 17.39 12.17 300 1018.8  12.2  11.4 999.0 99.0 99.00
2013 01 21 12 50  42  4.6  5.5  1.92 17.39 10.81 301 1018.1  12.4  11.4 999.0 99.0 99.00
2013 01 21 13 50  44  5.7  6.6  1.79 17.39 10.53 305 1017.8  12.9  11.4 999.0 99.0 99.00
2013 01 21 14 50  38  3.6  4.4  1.96 17.39 10.59 305 1018.8  12.4  11.4 999.0 99.0 99.00
2013 01 21 15 50  25  6.7  8.3  1.86 17.39 10.67 306 1018.8  11.7  11.4 999.0 99.0 99.00
2013 01 21 16 50  32  6.3  7.1  1.97 17.39  9.53 307 1019.6  11.8  11.4 999.0 99.0 99.00
2013 01 21 17 50  30  6.4  7.4  2.11 17.39  8.72 306 1020.1  11.9  11.5 999.0 99.0 99.00
2013 01 21 18 50  50  5.3  6.4  2.23 17.39  9.08 303 1020.7  12.4  11.5 999.0 99.0 99.00
2013 01 21 19 50  39  3.3  3.9  2.32 17.39 10.26 299 1020.4  12.4  11.6 999.0 99.0 99.00
2013 01 21 20 50  42  2.2  2.8  2.12 17.39 10.28 305 1019.7  12.5  11.7 999.0 99.0 99.00
2013 01 21 21 50 119  1.8  2.6  2.07 17.39 11.00 308 1019.3  12.5  11.8 999.0 99.0 99.00
2013 01 21 22 50 102  1.0  1.6  1.91 17.39 11.26 299 1018.8  12.5  12.0 999.0 99.0 99.00
2013 01 21 23 50  13  2.1  2.5  2.00 16.00 11.87 296 1018.1  12.2  11.9 999.0 99.0 99.00
2013 01 22 00 50  15  2.0  2.7  2.01 14.81 11.97 296 1017.7  12.0  11.9 999.0 99.0 99.00
2013 01 22 01 50  21  2.4  3.0  1.88 17.39 12.46 286 1017.7  12.9  11.8 999.0 99.0 99.00
2013 01 22 02 50  51  3.7  4.5  1.81 16.00 11.90 295 1018.2  12.6  11.8 999.0 99.0 99.00
2013 01 22 03 50  40  0.4  1.3  1.85 16.00 10.54 296 1018.6  12.9  11.7 999.0 99.0 99.00
2013 01 22 04 50 277  2.4  3.3  2.02 17.39 11.73 280 1019.0  12.5  11.7 999.0 99.0 99.00
2013 01 22 05 50 332  0.2  0.9  1.59 16.00 10.23 281 1019.2  11.9  11.6 999.0 99.0 99.00
2013 01 22 06 50 141  0.2  0.8  1.97 16.00 11.68 296 1019.3  11.7  11.6 999.0 99.0 99.00
2013 01 22 07 50  78  2.1  2.9  2.08 16.00 12.71 305 1018.7  12.2  11.6 999.0 99.0 99.00
2013 01 22 08 50 101  2.0  2.7  1.68 16.00 11.95 296 1018.2  11.9  11.6 999.0 99.0 99.00
2013 01 22 09 50  51  1.1  1.6  1.48 16.00 11.58 304 1018.0  11.6  11.6 999.0 99.0 99.00
2013 01 22 10 50  23  2.2  2.7  1.63 16.00 11.93 294 1017.8  11.3  11.6 999.0 99.0 99.00
2013 01 22 11 50   8  1.5  1.9  1.77 16.00 11.79 294 1017.5  11.4  11.6 999.0 99.0 99.00
2013 01 22 12 50  37  2.4  3.2  1.63 16.00 10.83 291 1017.1  11.5  11.6 999.0 99.0 99.00
2013 01 22 13 50  42  3.1  3.7  1.49 16.00 10.18 295 1017.1  11.7  11.6 999.0 99.0 99.00
2013 01 22 14 50  64  1.2  1.9  1.65 16.00 10.56 291 1017.5  11.6  11.6 999.0 99.0 99.00
2013 01 22 15 50  98  3.7  4.9  1.81 16.00 10.89 306 1017.1  11.6  11.6 999.0 99.0 99.00
2013 01 22 16 50 116  3.2  4.2  1.56 14.81 10.35 292 1017.5  12.1  11.6 999.0 99.0 99.00
2013 01 22 17 50 197  1.4  1.9  1.59 14.81  9.30 284 1018.2  12.6  11.7 999.0 99.0 99.00
2013 01 22 18 50 360  0.8  1.1  1.75 16.00  9.81 289 1018.8  12.8  11.8 999.0 99.0 99.00
2013 01 22 19 50 110  4.0  4.9  1.62 16.00  8.79 285 1018.1  13.0  11.9 999.0 99.0 99.00
2013 01 22 20 50 100  4.1  5.5  1.77 14.81  9.05 295 1017.0  12.6  11.9 999.0 99.0 99.00
2013 01 22 21 50 179  1.2  1.7  1.82 16.00  9.05 276 1016.8  12.8  11.9 999.0 99.0 99.00
2013 01 22 22 50 174  1.3  2.0  1.88 13.79  9.17 281 1016.3  12.6  12.0 999.0 99.0 99.00
2013 01 22 23 50 155  4.4  5.5  1.76 14.81  9.25 297 1015.9  12.8  11.9 999.0 99.0 99.00
2013 01 23 00 50 155  3.9  4.9  1.62 14.81  9.55 279 1015.7  12.9  11.9 999.0 99.0 99.00
2013 01 23 01 50 145  4.8  6.0  1.70 16.00 10.06 293 1015.4  13.1  11.8 999.0 99.0 99.00
2013 01 23 02 50 160  4.1  5.0  1.60 16.00 10.03 283 1015.9  12.5  11.8 999.0 99.0 99.00
2013 01 23 03 50 140  5.3  6.3  1.44 13.79  9.60 273 1015.6  12.6  11.8 999.0 99.0 99.00
2013 01 23 04 50 151  5.4  6.4  1.73 13.79 10.49 284 1015.9  12.8  11.8 999.0 99.0 99.00
2013 01 23 05 50 160  4.8  5.6 99.00 99.00 99.00 999 1016.4  12.6  11.7 999.0 99.0 99.00
2013 01 23 06 50 155  4.1  5.1  1.74 14.81 10.03 276 1016.5  12.4  11.7 999.0 99.0 99.00
2013 01 23 07 50 137  4.7  6.2  1.51 13.79  9.72 288 1016.6  12.2  11.7 999.0 99.0 99.00
2013 01 23 08 50 143  4.9  6.2  1.55 13.79  9.42 275 1016.0  12.4  11.7 999.0 99.0 99.00
2013 01 23 09 50 148  5.9  7.3  1.87 21.05 10.34 308 1015.8  12.5  11.7 999.0 99.0 99.00
2013 01 23 10 50 153  5.5  7.1  1.59 21.05  8.93 288 1015.2  12.6  11.7 999.0 99.0 99.00
2013 01 23 11 50 160  5.2  6.5  2.06 19.05 10.24 321 1015.1  12.5  11.7 999.0 99.0 99.00
2013 01 23 12 50 157  5.7  6.6  2.03 19.05  9.61 294 1014.0  12.6  11.6 999.0 99.0 99.00
2013 01 23 13 50 152  6.9  8.5  2.41 19.05 10.88 299 1014.1  12.7  11.6 999.0 99.0 99.00
2013 01 23 14 50 164  7.5  9.0  1.92 19.05  9.18 286 1014.8  12.9  11.6 999.0 99.0 99.00
2013 01 23 15 50 150  6.9  8.3  2.20 19.05  9.50 302 1014.8  12.8  11.6 999.0 99.0 99.00
2013 01 23 16 50 146  7.5 99.0 99.00 99.00 99.00 999 1015.1  13.0  11.6 999.0 99.0 99.00
2013 01 23 17 50 139  8.0  9.7  2.19 17.39  8.72 275 1015.4  13.0  11.7 999.0 99.0 99.00
2013 01 23 18 50 152  8.5 10.3  2.58 17.39  9.38 297 1016.2  12.7  11.6 999.0 99.0 99.00
2013 01 23 19 50 154  6.4  9.3 99.00 99.00 99.00 999 1015.9  12.5  11.7 999.0 99.0 99.00
2013 01 23 20 50 153  6.3  7.8  2.78 17.39 10.31 297 1015.5  12.5  11.7 999.0 99.0 99.00
2013 01 23 21 50 197  7.1  8.8  2.42 17.39  9.20 277 1016.5  11.4  11.7 999.0 99.0 99.00
2013 01 23 22 50 188  4.1  4.9  2.62 17.39  9.68 296 1016.4  11.9  11.7 999.0 99.0 99.00
2013 01 23 23 50 137  3.3  4.5  2.29 17.39  9.19 287 1016.9  11.9  11.6 999.0 99.0 99.00
2013 01 24 00 50 114  3.2  4.8  2.48 17.39  9.55 282 1016.8  11.8  11.7 999.0 99.0 99.00
2013 01 24 01 50 129  3.7  4.7  2.40 17.39  9.08 308 1017.5  11.8  11.7 999.0 99.0 99.00
2013 01 24 02 50 139  3.7  4.8  2.62 17.39  9.53 286 1017.8  12.0  11.7 999.0 99.0 99.00
2013 01 24 03 50 138  3.0  4.6  2.77 17.39  9.63 286 1018.0  12.0  11.7 999.0 99.0 99.00
2013 01 24 04 50 132  1.9  2.9  2.70 16.00  9.09 287 1018.2  12.0  11.7 999.0 99.0 99.00
2013 01 24 05 50 198  1.4  1.9  2.89 16.00  9.42 290 1018.0  11.8  11.7 999.0 99.0 99.00
2013 01 24 06 50  71  2.9  6.0  2.76 16.00  8.94 289 1018.5  11.8  11.6 999.0 99.0 99.00
2013 01 24 07 50  37  2.0  3.1  2.78 16.00  9.68 288 1018.4  11.3  11.6 999.0 99.0 99.00
2013 01 24 08 50  27  2.2  3.2  3.05 16.00 10.02 288 1017.8  11.5  11.6 999.0 99.0 99.00
2013 01 24 09 50 325  3.5  4.4  2.70 14.81 10.02 288 1018.3  11.6  11.6 999.0 99.0 99.00
2013 01 24 10 50  17  2.5  3.5  2.85 14.81 10.59 297 1018.5  11.4  11.6 999.0 99.0 99.00
2013 01 24 11 50   2  3.4  4.3  3.03 14.81 10.57 279 1018.5  11.5  11.6 999.0 99.0 99.00
2013 01 24 12 50  16  2.6  3.5  2.67 14.81  9.80 304 1018.4  11.6  11.6 999.0 99.0 99.00
2013 01 24 13 50  22  2.3  3.1  3.32 16.00 10.73 292 1018.5  11.6  11.6 999.0 99.0 99.00
2013 01 24 14 50  27  1.9  2.7  2.94 16.00 10.01 296 1018.9  11.8  11.6 999.0 99.0 99.00
2013 01 24 15 50 340  0.7  1.6  3.15 14.81 10.09 290 1019.3  11.8  11.6 999.0 99.0 99.00
2013 01 24 16 50 328  0.3  1.5  3.43 16.00 10.40 276 1019.7  11.8  11.6 999.0 99.0 99.00
2013 01 24 17 50 349  2.0  2.7  3.10 14.81  9.78 279 1020.7  11.7  11.6 999.0 99.0 99.00
2013 01 24 18 50 357  4.6  5.6  3.24 16.00 10.27 286 1021.1  11.7  11.7 999.0 99.0 99.00
2013 01 24 19 50  34  4.0  5.3  3.58 16.00 10.43 291 1020.6  12.0  11.7 999.0 99.0 99.00
2013 01 24 20 50  31  3.2  4.2  3.34 16.00 10.06 285 1019.9  12.2  11.8 999.0 99.0 99.00
2013 01 24 21 50  59  3.1  4.7  3.13 16.00 10.11 301 1019.5  12.2  11.8 999.0 99.0 99.00
2013 01 24 22 50  60  2.0  3.3  3.01 16.00  9.81 309 1019.6  12.2  11.9 999.0 99.0 99.00
2013 01 24 23 50  13  1.8  2.5  2.89 14.81  9.78 294 1020.0  12.4  11.9 999.0 99.0 99.00
2013 01 25 00 50 350  1.9  2.5  2.97 14.81 10.13 298 1020.5  12.3  11.9 999.0 99.0 99.00
2013 01 25 01 50  15  2.4  3.0  2.79 13.79 10.07 281 1020.6  12.2  11.9 999.0 99.0 99.00
2013 01 25 02 50  31  3.0  3.7  2.68 14.81 10.03 293 1021.0  12.1  11.8 999.0 99.0 99.00
2013 01 25 03 50  19  1.4  2.1  2.68 14.81  9.89 302 1021.6  12.0  11.8 999.0 99.0 99.00
2013 01 25 04 50 309  1.2  2.2  2.78 12.90 10.11 282 1021.6  12.0  11.8 999.0 99.0 99.00
2013 01 25 05 50 345  1.8  2.8  2.52 13.79  9.50 294 1021.5  12.0  11.7 999.0 99.0 99.00
2013 01 25 06 50 346  1.4  1.9  2.81 14.81 10.04 296 1022.1  12.1  11.6 999.0 99.0 99.00
2013 01 25 07 50  34  1.2  2.0  2.81 14.81 10.33 290 1022.2  12.1  11.6 999.0 99.0 99.00
2013 01 25 08 50 271  1.3  2.1  2.50 13.79  9.74 301 1022.1  11.9  11.6 999.0 99.0 99.00
2013 01 25 09 50 291  1.6  2.7  2.53 12.12  9.62 279 1022.3  11.8  11.6 999.0 99.0 99.00
2013 01 25 10 50  40  2.4  3.6  2.58 12.90  9.44 288 1021.7  11.8  11.6 999.0 99.0 99.00
2013 01 25 11 50  34  1.1  2.1  2.46 12.12  9.59 286 1021.3  11.7  11.6 999.0 99.0 99.00
2013 01 25 12 50 341  2.0  2.5  2.66 13.79  9.82 291 1021.3  11.7  11.6 999.0 99.0 99.00
2013 01 25 13 50 348  2.8  3.4  2.34 14.81  8.90 294 1021.1  11.8  11.6 999.0 99.0 99.00
2013 01 25 14 50  27  3.0  4.0  2.43 12.12  9.00 283 1021.1  11.9  11.6 999.0 99.0 99.00
2013 01 25 15 50  16  2.9  3.5  2.31 13.79  8.62 282 1020.8  12.0  11.6 999.0 99.0 99.00
2013 01 25 16 50   5  4.2  5.0  2.09 13.79  8.86 289 1021.0  12.2  11.6 999.0 99.0 99.00
2013 01 25 17 50   8  3.0  3.7  2.00 12.90  8.47 282 1021.2  12.2  11.6 999.0 99.0 99.00
2013 01 25 18 50 356  2.3  2.9  2.16 12.90  9.06 300 1021.3  12.2  11.8 999.0 99.0 99.00
2013 01 25 19 50 321  2.6  3.7  2.02 12.90  9.00 282 1020.9  12.2  11.9 999.0 99.0 99.00
2013 01 25 20 50 340  4.8  5.9  1.97 12.90  9.08 288 1019.8  12.4  11.9 999.0 99.0 99.00
2013 01 25 21 50 309  5.0  6.3  2.27 12.90  9.64 290 1019.6  12.4  11.8 999.0 99.0 99.00
2013 01 25 22 50 326  5.7  7.0  2.12 12.90  9.01 288 1019.3  12.1  11.8 999.0 99.0 99.00
2013 01 25 23 50 324  7.8  9.1  2.05 12.12  7.82 302 1018.5  12.0  11.8 999.0 99.0 99.00
2013 01 26 00 50 328  5.2  6.2  2.12 10.81  8.23 282 1018.0  11.9  11.7 999.0 99.0 99.00
2013 01 26 01 50 328  5.4  6.8  2.14 12.90  8.71 289 1018.0  11.8  11.6 999.0 99.0 99.00
2013 01 26 02 50 324  6.5  8.0  2.05 12.12  8.22 299 1018.5  11.8  11.6 999.0 99.0 99.00
2013 01 26 03 50 317  7.9 10.2  2.19 13.79  8.07 292 1018.6  11.8  11.6 999.0 99.0 99.00
2013 01 26 04 50 327  4.8  6.2  2.27 12.12  8.14 291 1018.5  11.8  11.6 999.0 99.0 99.00
2013 01 26 05 50 315  5.9  7.1  2.33 12.12  8.58 287 1018.6  11.8  11.6 999.0 99.0 99.00
2013 01 26 06 50 313  6.7  8.2  2.17 11.43  7.93 290 1018.7  11.7  11.6 999.0 99.0 99.00
2013 01 26 07 50 307  7.1  8.5  2.19 11.43  8.46 293 1018.4  11.7  11.6 999.0 99.0 99.00
2013 01 26 08 50 307  7.8  9.7  2.39 17.39  8.70 293 1017.9  11.6  11.6 999.0 99.0 99.00
2013 01 26 09 50 316  7.1  8.7  2.59 17.39  9.00 291 1017.9  10.9  11.7 999.0 99.0 99.00
2013 01 26 10 50 326  6.3  7.5  2.40 17.39  8.52 281 1017.8  11.1  11.6 999.0 99.0 99.00
2013 01 26 11 50 305  6.7  8.8  2.21 17.39  7.94 311 1017.4  11.3  11.6 999.0 99.0 99.00
2013 01 26 12 50 299  6.0  7.4  2.25 17.39  8.08 302 1017.2  11.5  11.6 999.0 99.0 99.00
2013 01 26 13 50 317  8.0 10.0  2.23 17.39  7.85 282 1016.9  11.2  11.6 999.0 99.0 99.00
2013 01 26 14 50 310  7.9  9.3  2.26 17.39  7.94 290 1017.3  10.9  11.6 999.0 99.0 99.00
2013 01 26 15 50 313  8.3 10.3  2.47 17.39  7.97 295 1017.5  11.2  11.5 999.0 99.0 99.00
2013 01 26 16 50 313  9.2 11.3  2.84 16.00  8.22 296 1017.7  11.1  11.6 999.0 99.0 99.00
2013 01 26 17 50 311  9.5 11.7  2.49 16.00  7.20 299 1018.2  11.1  11.6 999.0 99.0 99.00
2013 01 26 18 50 313  8.4 10.8  3.21 17.39  7.96 293 1018.6  11.2  11.6 999.0 99.0 99.00
2013 01 26 19 50 312  7.4  8.9  2.70 17.39  7.25 300 1018.2  11.2  11.6 999.0 99.0 99.00
2013 01 26 20 50 310  8.2  9.6  2.59 17.39  7.78 299 1017.8  11.1  11.6 999.0 99.0 99.00
2013 01 26 21 50 305  8.5 10.3  2.74 16.00  7.79 303 1017.6  11.1  11.6 999.0 99.0 99.00
2013 01 26 22 50 301  8.9 10.9  2.75 17.39  7.62 289 1017.8  11.1  11.6 999.0 99.0 99.00
2013 01 26 23 50 307  9.9 12.1  2.69 17.39  7.25 283 1017.6  11.1  11.7 999.0 99.0 99.00
2013 01 27 00 50 300  9.1 11.0  2.57 17.39  7.25 302 1017.7  10.9  11.7 999.0 99.0 99.00
2013 01 27 01 50 305  9.4 10.9  2.91 16.00  7.59 300 1018.1  10.9  11.7 999.0 99.0 99.00
2013 01 27 02 50 300  9.0 11.3  2.84 14.81  7.47 286 1018.6  10.7  11.7 999.0 99.0 99.00
2013 01 27 03 50 301  9.0 10.9  3.00 16.00  7.68 292 1018.9  10.7  11.6 999.0 99.0 99.00
2013 01 27 04 50 297  8.8 10.3  3.24 16.00  8.14 307 1019.0  10.7  11.6 999.0 99.0 99.00
2013 01 27 05 50 304  8.8 10.8  3.10 16.00  8.09 286 1019.2  10.5  11.6 999.0 99.0 99.00
2013 01 27 06 50 306  8.9 10.6  3.26 14.81  7.95 286 1019.4  10.5  11.6 999.0 99.0 99.00
2013 01 27 07 50 302  9.8 11.4  3.14 16.00  7.84 280 1019.4  10.5  11.6 999.0 99.0 99.00
2013 01 27 08 50 310  9.6 12.2  3.19 14.81  7.97 295 1019.3  10.5  11.5 999.0 99.0 99.00
2013 01 27 09 50 303 10.1 12.1  3.26 14.81  8.05 294 1019.5  10.2  11.5 999.0 99.0 99.00
2013 01 27 10 50 316  9.7 12.1  3.15 14.81  7.85 295 1019.7  10.1  11.5 999.0 99.0 99.00
2013 01 27 11 50 314 11.0 13.3  3.25 13.79  7.72 308 1019.6  10.1  11.5 999.0 99.0 99.00
2013 01 27 12 50 313 10.9 13.3  3.15 14.81  7.39 300 1019.4  10.1  11.5 999.0 99.0 99.00
2013 01 27 13 50 318 12.5 14.2  3.38 13.79  7.47 298 1019.3  10.1  11.5 999.0 99.0 99.00
2013 01 27 14 50 310 12.6 15.5  3.43 14.81  7.44 309 1019.7  10.1  11.5 999.0 99.0 99.00
2013 01 27 15 50 316 13.7 16.9  3.46 12.12  6.92 299 1020.1  10.1  11.5 999.0 99.0 99.00
2013 01 27 16 50 317 12.8 15.0  3.68 14.81  7.39 309 1020.8  10.2  11.4 999.0 99.0 99.00
2013 01 27 17 50 319 10.8 13.6  3.35 12.90  7.00 287 1021.7  10.3  11.4 999.0 99.0 99.00
2013 01 27 18 50 322 11.5 13.6  3.62 14.81  7.25 300 1022.2  10.2  11.4 999.0 99.0 99.00
2013 01 27 19 50 320 12.2 14.7  3.72 12.90  7.36 304 1022.1  10.2  11.4 999.0 99.0 99.00
2013 01 27 20 50 324 11.5 14.2  3.57 13.79  7.24 293 1021.8  10.2  11.4 999.0 99.0 99.00
2013 01 27 21 50 319 11.9 14.7  3.49 12.90  7.07 303 1021.3  10.2  11.4 999.0 99.0 99.00
2013 01 27 22 50 318 12.0 14.4  3.68  8.33  7.01 300 1021.3  10.3  11.4 999.0 99.0 99.00
2013 01 27 23 50 316 12.8 16.1  3.76 13.79  7.33 298 1021.2  10.3  11.4 999.0 99.0 99.00
2013 01 28 00 50 311 13.2 15.7  3.46 10.81  7.07 314 1020.9  10.4  11.4 999.0 99.0 99.00
2013 01 28 01 50 310 13.6 17.5  3.78 12.12  7.27 303 1021.1  10.3  11.4 999.0 99.0 99.00
2013 01 28 02 50 308 13.8 16.6  3.82  9.09  7.08 311 1021.3  10.2  11.4 999.0 99.0 99.00
2013 01 28 03 50 310 13.6 15.8  3.62  9.09  6.95 301 1021.7  10.2  11.3 999.0 99.0 99.00
2013 01 28 04 50 319 12.5 15.0  3.90 13.79  7.24 303 1022.0  10.2  11.3 999.0 99.0 99.00
2013 01 28 05 50 320 11.1 13.7  4.04 12.90  7.45 294 1021.8  10.2  11.3 999.0 99.0 99.00
2013 01 28 06 50 318 11.8 14.9  3.88  9.09  7.06 311 1022.0  10.2  11.3 999.0 99.0 99.00
2013 01 28 07 50 318 12.7 15.3  3.88  8.33  7.13 298 1022.1  10.2  11.3 999.0 99.0 99.00
2013 01 28 08 50 315 12.4 15.3  3.64 13.79  6.92 299 1022.4  10.2  11.3 999.0 99.0 99.00
2013 01 28 09 50 318 12.4 15.9  3.48 12.90  6.70 310 1022.5  10.1  11.2 999.0 99.0 99.00
2013 01 28 10 50 321 12.1 13.8  3.09  7.69  6.39 313 1022.5  10.2  11.2 999.0 99.0 99.00
2013 01 28 11 50 320 11.3 14.1  3.23 12.12  6.79 301 1022.3  10.2  11.2 999.0 99.0 99.00
2013 01 28 12 50 310 11.3 13.7  3.27 12.12  6.73 293 1022.2  10.3  11.2 999.0 99.0 99.00
2013 01 28 13 50 312  9.9 12.3  3.06 12.90  6.96 297 1022.4  10.3  11.2 999.0 99.0 99.00
2013 01 28 14 50 319 11.9 14.6  3.14 12.12  7.02 305 1022.6  10.2  11.2 999.0 99.0 99.00
2013 01 28 15 50 313 12.6 15.7  2.95 12.12  6.68 297 1022.9  10.4  11.2 999.0 99.0 99.00
2013 01 28 16 50 309 13.7 16.3  3.18 12.90  6.62 302 1023.0  10.4  11.2 999.0 99.0 99.00
2013 01 28 17 50 316 13.3 16.5  3.65 12.12  6.88 307 1023.5  10.4  11.2 999.0 99.0 99.00
2013 01 28 18 50 321 12.6 15.7  3.45 12.12  6.99 309 1024.6  10.5  11.2 999.0 99.0 99.00
2013 01 28 19 50 317 12.0 15.2  3.43  7.69  6.83 306 1024.8  10.8  11.2 999.0 99.0 99.00
2013 01 28 20 50 316 12.8 16.1  3.44 12.12  6.86 304 1024.5  10.8  11.2 999.0 99.0 99.00
2013 01 28 21 50 313 13.6 16.2  3.56  7.14  6.84 314 1024.0  10.7  11.2 999.0 99.0 99.00
2013 01 28 22 50 313 13.9 17.1  3.61  9.09  6.99 306 1024.2  10.7  11.2 999.0 99.0 99.00
2013 01 28 23 50 315 13.4 16.6  3.55  8.33  7.02 317 1024.5  10.7  11.2 999.0 99.0 99.00
2013 01 29 00 50 316 13.6 17.0  3.41  8.33  6.77 316 1024.6  10.7  11.2 999.0 99.0 99.00
2013 01 29 01 50 317 13.5 17.1  3.95  9.09  7.03 310 1024.8  10.6  11.2 999.0 99.0 99.00
2013 01 29 02 50 320 13.4 16.2  3.50  9.09  6.81 312 1025.7  10.6  11.2 999.0 99.0 99.00
2013 01 29 03 50 320 11.7 14.1  3.36  8.33  6.73 313 1026.3  10.6  11.2 999.0 99.0 99.00
2013 01 29 04 50 316 12.3 14.6  3.52  7.14  6.50 315 1026.3  10.5  11.1 999.0 99.0 99.00
2013 01 29 05 50 316 12.9 15.6  3.62 11.43  6.79 300 1026.3  10.4  11.1 999.0 99.0 99.00
2013 01 29 06 50 316 11.9 15.2  3.45  9.09  6.56 310 1026.2  10.4  11.0 999.0 99.0 99.00
2013 01 29 07 50 316 13.8 16.5  3.36  8.33  6.69 312 1026.3  10.3  11.0 999.0 99.0 99.00
2013 01 29 08 50 313 14.3 17.3  3.42  9.09  6.70 312 1026.1  10.2  10.9 999.0 99.0 99.00
2013 01 29 09 50 313 13.3 17.3  3.72  9.09  6.84 319 1026.5  10.3  10.9 999.0 99.0 99.00
2013 01 29 10 50 314 14.6 17.7  3.51  9.09  6.67 311 1026.6  10.3  10.9 999.0 99.0 99.00
2013 01 29 11 50 317 14.4 17.4  3.66  8.33  6.88 314 1026.7  10.3  10.9 999.0 99.0 99.00
